2.26971,2.26971,2.26971,2.26971,2.26971,2.26971,2.26971,2.26971,2.26971,2.26971,
2.22607,2.22607,2.22607,2.22607,2.22607,2.22607,2.22607,2.22607,2.22607,2.22607,
2.15068,2.15068,2.15068,2.15068,2.15068,2.15068,2.15068,2.15068,2.15068,2.15068,
2.04231,2.04231,2.04231,2.04231,2.04231,2.04231,2.04231,2.04231,2.04231,2.04231,
1.90059,1.90059,1.90059,1.90059,1.90059,1.90059,1.90059,1.90059,1.90059,1.90059,
1.7261,1.7261,1.7261,1.7261,1.7261,1.7261,1.7261,1.7261,1.7261,1.7261,
1.52045,1.52045,1.52045,1.52045,1.52045,1.52045,1.52045,1.52045,1.52045,1.52045,
1.28632,1.28632,1.28632,1.28632,1.28632,1.28632,1.28632,1.28632,1.28632,1.28632,
1.02738,1.02738,1.02738,1.02738,1.02738,1.02738,1.02738,1.02738,1.02738,1.02738,
0.74824,0.74824,0.74824,0.74824,0.74824,0.74824,0.74824,0.74824,0.74824,0.74824,
0.454308,0.454308,0.454308,0.454308,0.454308,0.454308,0.454308,0.454308,0.454308,0.454308,
0.151598,0.151598,0.151598,0.151598,0.151598,0.151598,0.151598,0.151598,0.151598,0.151598,
-0.153488,-0.153488,-0.153488,-0.153488,-0.153488,-0.153488,-0.153488,-0.153488,-0.153488,-0.153488,
-0.454399,-0.454399,-0.454399,-0.454399,-0.454399,-0.454399,-0.454399,-0.454399,-0.454399,-0.454399,
-0.744702,-0.744702,-0.744702,-0.744702,-0.744702,-0.744702,-0.744702,-0.744702,-0.744702,-0.744702,
-1.01832,-1.01832,-1.01832,-1.01832,-1.01832,-1.01832,-1.01832,-1.01832,-1.01832,-1.01832,
-1.26979,-1.26979,-1.26979,-1.26979,-1.26979,-1.26979,-1.26979,-1.26979,-1.26979,-1.26979,
-1.49442,-1.49442,-1.49442,-1.49442,-1.49442,-1.49442,-1.49442,-1.49442,-1.49442,-1.49442,
-1.68849,-1.68849,-1.68849,-1.68849,-1.68849,-1.68849,-1.68849,-1.68849,-1.68849,-1.68849,
-1.8493,-1.8493,-1.8493,-1.8493,-1.8493,-1.8493,-1.8493,-1.8493,-1.8493,-1.8493,
-1.97527,-1.97527,-1.97527,-1.97527,-1.97527,-1.97527,-1.97527,-1.97527,-1.97527,-1.97527,
-2.0659,-2.0659,-2.0659,-2.0659,-2.0659,-2.0659,-2.0659,-2.0659,-2.0659,-2.0659,
-2.1217,-2.1217,-2.1217,-2.1217,-2.1217,-2.1217,-2.1217,-2.1217,-2.1217,-2.1217,
-2.14414,-2.14414,-2.14414,-2.14414,-2.14414,-2.14414,-2.14414,-2.14414,-2.14414,-2.14414,
-2.13545,-2.13545,-2.13545,-2.13545,-2.13545,-2.13545,-2.13545,-2.13545,-2.13545,-2.13545,
-2.09851,-2.09851,-2.09851,-2.09851,-2.09851,-2.09851,-2.09851,-2.09851,-2.09851,-2.09851,
-2.03665,-2.03665,-2.03665,-2.03665,-2.03665,-2.03665,-2.03665,-2.03665,-2.03665,-2.03665,
-1.95351,-1.95351,-1.95351,-1.95351,-1.95351,-1.95351,-1.95351,-1.95351,-1.95351,-1.95351,
-1.85286,-1.85286,-1.85286,-1.85286,-1.85286,-1.85286,-1.85286,-1.85286,-1.85286,-1.85286,
-1.73846,-1.73846,-1.73846,-1.73846,-1.73846,-1.73846,-1.73846,-1.73846,-1.73846,-1.73846,
-1.61395,-1.61395,-1.61395,-1.61395,-1.61395,-1.61395,-1.61395,-1.61395,-1.61395,-1.61395,
-1.48273,-1.48273,-1.48273,-1.48273,-1.48273,-1.48273,-1.48273,-1.48273,-1.48273,-1.48273,
-1.34788,-1.34788,-1.34788,-1.34788,-1.34788,-1.34788,-1.34788,-1.34788,-1.34788,-1.34788,
-1.21217,-1.21217,-1.21217,-1.21217,-1.21217,-1.21217,-1.21217,-1.21217,-1.21217,-1.21217,
-1.07794,-1.07794,-1.07794,-1.07794,-1.07794,-1.07794,-1.07794,-1.07794,-1.07794,-1.07794,
-0.947185,-0.947185,-0.947185,-0.947185,-0.947185,-0.947185,-0.947185,-0.947185,-0.947185,-0.947185,
-0.821495,-0.821495,-0.821495,-0.821495,-0.821495,-0.821495,-0.821495,-0.821495,-0.821495,-0.821495,
-0.702117,-0.702117,-0.702117,-0.702117,-0.702117,-0.702117,-0.702117,-0.702117,-0.702117,-0.702117,
-0.589967,-0.589967,-0.589967,-0.589967,-0.589967,-0.589967,-0.589967,-0.589967,-0.589967,-0.589967,
-0.48567,-0.48567,-0.48567,-0.48567,-0.48567,-0.48567,-0.48567,-0.48567,-0.48567,-0.48567,
-0.3896,-0.3896,-0.3896,-0.3896,-0.3896,-0.3896,-0.3896,-0.3896,-0.3896,-0.3896,
-0.301915,-0.301915,-0.301915,-0.301915,-0.301915,-0.301915,-0.301915,-0.301915,-0.301915,-0.301915,
-0.222594,-0.222594,-0.222594,-0.222594,-0.222594,-0.222594,-0.222594,-0.222594,-0.222594,-0.222594,
-0.151468,-0.151468,-0.151468,-0.151468,-0.151468,-0.151468,-0.151468,-0.151468,-0.151468,-0.151468,
-0.0882557,-0.0882557,-0.0882557,-0.0882557,-0.0882557,-0.0882557,-0.0882557,-0.0882557,-0.0882557,-0.0882557,
-0.0325811,-0.0325811,-0.0325811,-0.0325811,-0.0325811,-0.0325811,-0.0325811,-0.0325811,-0.0325811,-0.0325811,
0.0160012,0.0160012,0.0160012,0.0160012,0.0160012,0.0160012,0.0160012,0.0160012,0.0160012,0.0160012,
0.0579907,0.0579907,0.0579907,0.0579907,0.0579907,0.0579907,0.0579907,0.0579907,0.0579907,0.0579907,
0.0939277,0.0939277,0.0939277,0.0939277,0.0939277,0.0939277,0.0939277,0.0939277,0.0939277,0.0939277,
0.124384,0.124384,0.124384,0.124384,0.124384,0.124384,0.124384,0.124384,0.124384,0.124384,
0.149955,0.149955,0.149955,0.149955,0.149955,0.149955,0.149955,0.149955,0.149955,0.149955,
0.171256,0.171256,0.171256,0.171256,0.171256,0.171256,0.171256,0.171256,0.171256,0.171256,
0.188915,0.188915,0.188915,0.188915,0.188915,0.188915,0.188915,0.188915,0.188915,0.188915,
0.203576,0.203576,0.203576,0.203576,0.203576,0.203576,0.203576,0.203576,0.203576,0.203576,
0.21589,0.21589,0.21589,0.21589,0.21589,0.21589,0.21589,0.21589,0.21589,0.21589,
0.226519,0.226519,0.226519,0.226519,0.226519,0.226519,0.226519,0.226519,0.226519,0.226519,
0.236129,0.236129,0.236129,0.236129,0.236129,0.236129,0.236129,0.236129,0.236129,0.236129,
0.245393,0.245393,0.245393,0.245393,0.245393,0.245393,0.245393,0.245393,0.245393,0.245393,
0.254981,0.254981,0.254981,0.254981,0.254981,0.254981,0.254981,0.254981,0.254981,0.254981,
0.265566,0.265566,0.265566,0.265566,0.265566,0.265566,0.265566,0.265566,0.265566,0.265566,
0.277812,0.277812,0.277812,0.277812,0.277812,0.277812,0.277812,0.277812,0.277812,0.277812,
0.292377,0.292377,0.292377,0.292377,0.292377,0.292377,0.292377,0.292377,0.292377,0.292377,
0.309905,0.309905,0.309905,0.309905,0.309905,0.309905,0.309905,0.309905,0.309905,0.309905,
0.331021,0.331021,0.331021,0.331021,0.331021,0.331021,0.331021,0.331021,0.331021,0.331021,
0.35633,0.35633,0.35633,0.35633,0.35633,0.35633,0.35633,0.35633,0.35633,0.35633,
0.386407,0.386407,0.386407,0.386407,0.386407,0.386407,0.386407,0.386407,0.386407,0.386407,
0.421793,0.421793,0.421793,0.421793,0.421793,0.421793,0.421793,0.421793,0.421793,0.421793,
0.462986,0.462986,0.462986,0.462986,0.462986,0.462986,0.462986,0.462986,0.462986,0.462986,
0.510433,0.510433,0.510433,0.510433,0.510433,0.510433,0.510433,0.510433,0.510433,0.510433,
0.564521,0.564521,0.564521,0.564521,0.564521,0.564521,0.564521,0.564521,0.564521,0.564521,
0.625559,0.625559,0.625559,0.625559,0.625559,0.625559,0.625559,0.625559,0.625559,0.625559,
0.693769,0.693769,0.693769,0.693769,0.693769,0.693769,0.693769,0.693769,0.693769,0.693769,
0.769263,0.769263,0.769263,0.769263,0.769263,0.769263,0.769263,0.769263,0.769263,0.769263,
0.852024,0.852024,0.852024,0.852024,0.852024,0.852024,0.852024,0.852024,0.852024,0.852024,
0.941881,0.941881,0.941881,0.941881,0.941881,0.941881,0.941881,0.941881,0.941881,0.941881,
1.03849,1.03849,1.03849,1.03849,1.03849,1.03849,1.03849,1.03849,1.03849,1.03849,
